,_step,global_step,eval/rollout/episode_length,eval/rollout/episode_return,eval/grid/mean_td_error,eval/barrier/coverage,eval/barrier/validity_alpha_0.9,eval/constrain/mean_episode_length,run_id,exp_name,seed
128,134161,1300000.0,500.0,500.0,0.6663689017295837,0.0738999992609024,0.9958000183105469,142.8000030517578,6vezzfoc,bump_supervised_base_2M,4
129,135181,1310000.0,500.0,500.0,0.602782130241394,0.07339999824762344,0.995199978351593,92.0,6vezzfoc,bump_supervised_base_2M,4
130,136201,1320000.0,500.0,500.0,0.6521829962730408,0.07450000196695328,0.9951000213623047,239.60000610351562,6vezzfoc,bump_supervised_base_2M,4
131,137221,1330000.0,500.0,500.0,0.642220139503479,0.07289999723434448,0.9932000041007996,159.60000610351562,6vezzfoc,bump_supervised_base_2M,4
132,138255,1340000.0,155.5,154.5,0.8330357670783997,0.07829999923706055,0.9988999962806702,131.1999969482422,6vezzfoc,bump_supervised_base_2M,4
133,139289,1350000.0,475.79998779296875,475.70001220703125,0.6623858213424683,0.07989999651908875,0.9966999888420105,67.0999984741211,6vezzfoc,bump_supervised_base_2M,4
134,140311,1360000.0,500.0,500.0,0.593988299369812,0.05660000070929527,0.9979000091552734,121.69999694824219,6vezzfoc,bump_supervised_base_2M,4
135,141317,1370000.0,500.0,500.0,0.5419440865516663,0.051600001752376556,0.9983000159263611,140.60000610351562,6vezzfoc,bump_supervised_base_2M,4
136,142317,1380000.0,500.0,500.0,0.5471358299255371,0.052299998700618744,0.9986000061035156,159.3000030517578,6vezzfoc,bump_supervised_base_2M,4
137,143332,1390000.0,500.0,500.0,0.593506395816803,0.05420000106096268,0.9990000128746033,500.0,6vezzfoc,bump_supervised_base_2M,4
138,144352,1400000.0,500.0,500.0,0.5541806817054749,0.06480000168085098,0.9983000159263611,442.1000061035156,6vezzfoc,bump_supervised_base_2M,4
139,145372,1410000.0,500.0,500.0,0.5808053016662598,0.0625,0.9962999820709229,500.0,6vezzfoc,bump_supervised_base_2M,4
140,146393,1420000.0,500.0,500.0,0.5942344069480896,0.07079999893903732,0.9952999949455261,322.20001220703125,6vezzfoc,bump_supervised_base_2M,4
141,147413,1430000.0,500.0,500.0,0.5846013426780701,0.06750000268220901,0.9965000152587891,238.6999969482422,6vezzfoc,bump_supervised_base_2M,4
142,148433,1440000.0,500.0,500.0,0.5864463448524475,0.06069999933242798,0.9954000115394592,223.8000030517578,6vezzfoc,bump_supervised_base_2M,4
143,149453,1450000.0,500.0,500.0,0.5650892853736877,0.06369999796152115,0.9950000047683716,283.5,6vezzfoc,bump_supervised_base_2M,4
144,150473,1460000.0,500.0,500.0,0.640089213848114,0.05490000173449516,0.9947999715805054,353.1000061035156,6vezzfoc,bump_supervised_base_2M,4
145,151493,1470000.0,500.0,500.0,0.6101766228675842,0.054999999701976776,0.9944999814033508,178.8000030517578,6vezzfoc,bump_supervised_base_2M,4
146,152513,1480000.0,500.0,500.0,0.5970476269721985,0.05909999832510948,0.994700014591217,170.39999389648438,6vezzfoc,bump_supervised_base_2M,4
147,153533,1490000.0,500.0,500.0,0.5454807877540588,0.05429999902844429,0.9947999715805054,147.1999969482422,6vezzfoc,bump_supervised_base_2M,4
148,154553,1500000.0,500.0,500.0,0.5286107659339905,0.055399999022483826,0.9943000078201294,136.89999389648438,6vezzfoc,bump_supervised_base_2M,4
149,155573,1510000.0,500.0,500.0,0.6027042269706726,0.051500000059604645,0.9932000041007996,99.69999694824219,6vezzfoc,bump_supervised_base_2M,4
150,156593,1520000.0,500.0,500.0,0.5928509831428528,0.05380000174045563,0.9916999936103821,97.5,6vezzfoc,bump_supervised_base_2M,4
151,157613,1530000.0,500.0,500.0,0.5813224911689758,0.05530000105500221,0.993399977684021,106.0,6vezzfoc,bump_supervised_base_2M,4
152,158635,1540000.0,500.0,500.0,0.6810523271560669,0.07240000367164612,0.9980000257492065,94.69999694824219,6vezzfoc,bump_supervised_base_2M,4
153,159656,1550000.0,500.0,500.0,0.5789058804512024,0.06830000132322311,0.9955999851226807,140.1999969482422,6vezzfoc,bump_supervised_base_2M,4
154,160676,1560000.0,500.0,500.0,0.5384372472763062,0.06530000269412994,0.9961000084877014,331.79998779296875,6vezzfoc,bump_supervised_base_2M,4
155,161696,1570000.0,500.0,500.0,0.5690072774887085,0.05909999832510948,0.9961000084877014,151.5,6vezzfoc,bump_supervised_base_2M,4
156,162716,1580000.0,500.0,500.0,0.6133778691291809,0.0617000013589859,0.9958999752998352,288.5,6vezzfoc,bump_supervised_base_2M,4
157,163736,1590000.0,500.0,500.0,0.6129629015922546,0.05849999934434891,0.9944000244140625,342.6000061035156,6vezzfoc,bump_supervised_base_2M,4
158,164756,1600000.0,500.0,500.0,0.5668720006942749,0.05550000071525574,0.9955000281333923,351.8999938964844,6vezzfoc,bump_supervised_base_2M,4
159,165776,1610000.0,500.0,500.0,0.6040869355201721,0.05429999902844429,0.9948999881744385,284.5,6vezzfoc,bump_supervised_base_2M,4
160,166796,1620000.0,500.0,500.0,0.572016716003418,0.05350000038743019,0.9940999746322632,278.29998779296875,6vezzfoc,bump_supervised_base_2M,4
161,167816,1630000.0,500.0,500.0,0.612816572189331,0.056699998676776886,0.9926000237464905,234.10000610351562,6vezzfoc,bump_supervised_base_2M,4
162,168836,1640000.0,500.0,500.0,0.6128806471824646,0.06830000132322311,0.9965000152587891,197.89999389648438,6vezzfoc,bump_supervised_base_2M,4
163,169856,1650000.0,500.0,500.0,0.5640628337860107,0.06939999759197235,0.9925000071525574,207.3000030517578,6vezzfoc,bump_supervised_base_2M,4
164,170876,1660000.0,500.0,500.0,0.6043787598609924,0.06390000134706497,0.9943000078201294,353.5,6vezzfoc,bump_supervised_base_2M,4
165,171896,1670000.0,500.0,500.0,0.5800125598907471,0.060499999672174454,0.9926000237464905,353.5,6vezzfoc,bump_supervised_base_2M,4
166,172916,1680000.0,500.0,500.0,0.6115918755531311,0.05810000002384186,0.9926000237464905,402.3999938964844,6vezzfoc,bump_supervised_base_2M,4
167,173936,1690000.0,500.0,500.0,0.560786783695221,0.0551999993622303,0.9933000206947327,402.3999938964844,6vezzfoc,bump_supervised_base_2M,4
168,174956,1700000.0,500.0,500.0,0.5787747502326965,0.05590000003576279,0.9941999912261963,500.0,6vezzfoc,bump_supervised_base_2M,4
169,175976,1710000.0,500.0,500.0,0.548877477645874,0.05480000004172325,0.9929999709129333,451.29998779296875,6vezzfoc,bump_supervised_base_2M,4
170,176996,1720000.0,500.0,500.0,0.5794157385826111,0.05220000073313713,0.9941999912261963,256.20001220703125,6vezzfoc,bump_supervised_base_2M,4
171,178016,1730000.0,500.0,500.0,0.5540342330932617,0.05310000106692314,0.9944999814033508,422.79998779296875,6vezzfoc,bump_supervised_base_2M,4
172,179036,1740000.0,500.0,500.0,0.5753917694091797,0.049400001764297485,0.994700014591217,296.20001220703125,6vezzfoc,bump_supervised_base_2M,4
173,180056,1750000.0,500.0,500.0,0.5846026539802551,0.053199999034404755,0.9937000274658203,353.5,6vezzfoc,bump_supervised_base_2M,4
174,181076,1760000.0,500.0,500.0,0.581142246723175,0.05209999904036522,0.9957000017166138,442.70001220703125,6vezzfoc,bump_supervised_base_2M,4
175,182106,1770000.0,314.6000061035156,313.6000061035156,0.6897264719009399,0.06539999693632126,0.9990000128746033,162.60000610351562,6vezzfoc,bump_supervised_base_2M,4
176,183127,1780000.0,500.0,500.0,0.5633552074432373,0.05530000105500221,0.9961000084877014,318.3999938964844,6vezzfoc,bump_supervised_base_2M,4
177,184147,1790000.0,500.0,500.0,0.5208991169929504,0.055399999022483826,0.9962999820709229,336.3999938964844,6vezzfoc,bump_supervised_base_2M,4
178,185167,1800000.0,500.0,500.0,0.5424116849899292,0.048500001430511475,0.9962000250816345,374.5,6vezzfoc,bump_supervised_base_2M,4
179,186187,1810000.0,500.0,500.0,0.5161585807800293,0.04830000177025795,0.9970999956130981,337.0,6vezzfoc,bump_supervised_base_2M,4
180,187208,1820000.0,500.0,500.0,0.5462639927864075,0.044199999421834946,0.996399998664856,464.0,6vezzfoc,bump_supervised_base_2M,4
181,188228,1830000.0,500.0,500.0,0.6121718883514404,0.048700001090765,0.9958000183105469,361.20001220703125,6vezzfoc,bump_supervised_base_2M,4
182,189248,1840000.0,500.0,500.0,0.6345174312591553,0.050700001418590546,0.9979000091552734,411.29998779296875,6vezzfoc,bump_supervised_base_2M,4
183,190268,1850000.0,500.0,500.0,0.6184289455413818,0.05009999871253967,0.9975000023841858,412.0,6vezzfoc,bump_supervised_base_2M,4
184,191288,1860000.0,500.0,500.0,0.5861222743988037,0.05380000174045563,0.9979000091552734,341.20001220703125,6vezzfoc,bump_supervised_base_2M,4
185,192308,1870000.0,500.0,500.0,0.6364316344261169,0.05380000174045563,0.9973000288009644,384.3999938964844,6vezzfoc,bump_supervised_base_2M,4
186,193328,1880000.0,500.0,500.0,0.5648112297058105,0.05350000038743019,0.996999979019165,295.1000061035156,6vezzfoc,bump_supervised_base_2M,4
187,194348,1890000.0,500.0,500.0,0.5904636383056641,0.05490000173449516,0.9969000220298767,375.70001220703125,6vezzfoc,bump_supervised_base_2M,4
188,195368,1900000.0,500.0,500.0,0.6312380433082581,0.05079999938607216,0.9965999722480774,491.8999938964844,6vezzfoc,bump_supervised_base_2M,4
189,196389,1910000.0,500.0,500.0,0.6136636734008789,0.051500000059604645,0.9952999949455261,451.29998779296875,6vezzfoc,bump_supervised_base_2M,4
190,197409,1920000.0,500.0,500.0,0.5531741380691528,0.052000001072883606,0.9951000213623047,451.29998779296875,6vezzfoc,bump_supervised_base_2M,4
191,198429,1930000.0,500.0,500.0,0.6090540289878845,0.052299998700618744,0.9940000176429749,256.0,6vezzfoc,bump_supervised_base_2M,4
192,199449,1940000.0,500.0,500.0,0.6119828820228577,0.052000001072883606,0.9957000017166138,422.8999938964844,6vezzfoc,bump_supervised_base_2M,4
193,200469,1950000.0,500.0,500.0,0.5860865116119385,0.04749999940395355,0.9952999949455261,282.1000061035156,6vezzfoc,bump_supervised_base_2M,4
194,201489,1960000.0,500.0,500.0,0.5816035866737366,0.04540000110864639,0.9950000047683716,500.0,6vezzfoc,bump_supervised_base_2M,4
195,202509,1970000.0,500.0,500.0,0.6092960834503174,0.04639999940991402,0.9922000169754028,500.0,6vezzfoc,bump_supervised_base_2M,4
196,203529,1980000.0,500.0,500.0,0.5885268449783325,0.04729999974370003,0.9945999979972839,484.5,6vezzfoc,bump_supervised_base_2M,4
197,204549,1990000.0,500.0,500.0,0.5334565043449402,0.04820000007748604,0.9940000176429749,256.20001220703125,6vezzfoc,bump_supervised_base_2M,4
0,1878,20000.0,14.0,13.0,0.3301283121109009,0.0,1.0,16.200000762939453,e8r5gzjl,bump_supervised_2M,4
1,3250,30000.0,27.299999237060547,26.299999237060547,0.39863067865371704,0.0,1.0,25.799999237060547,e8r5gzjl,bump_supervised_2M,4
2,4582,40000.0,70.19999694824219,69.19999694824219,0.530120849609375,0.0,1.0,60.400001525878906,e8r5gzjl,bump_supervised_2M,4
3,5892,50000.0,78.5,77.5,0.7353824377059937,0.0,1.0,72.19999694824219,e8r5gzjl,bump_supervised_2M,4
4,7159,60000.0,324.8999938964844,324.0,0.9302225112915039,0.0,1.0,177.1999969482422,e8r5gzjl,bump_supervised_2M,4
5,8381,70000.0,225.89999389648438,225.0,1.1813812255859375,0.03139999881386757,0.984499990940094,364.8999938964844,e8r5gzjl,bump_supervised_2M,4
6,9569,80000.0,489.20001220703125,489.1000061035156,1.1843624114990234,0.04490000009536743,0.9783999919891357,383.3999938964844,e8r5gzjl,bump_supervised_2M,4
7,10744,90000.0,460.20001220703125,460.0,1.1220571994781494,0.03959999978542328,0.9901999831199646,296.29998779296875,e8r5gzjl,bump_supervised_2M,4
8,11903,100000.0,492.3999938964844,492.29998779296875,1.0025291442871094,0.05909999832510948,0.996999979019165,272.8999938964844,e8r5gzjl,bump_supervised_2M,4
9,13012,110000.0,466.79998779296875,466.70001220703125,0.9940634965896606,0.09070000052452087,0.996399998664856,379.29998779296875,e8r5gzjl,bump_supervised_2M,4
10,14099,120000.0,429.79998779296875,429.3999938964844,1.127794623374939,0.13230000436306,0.993399977684021,174.60000610351562,e8r5gzjl,bump_supervised_2M,4
11,15158,130000.0,459.70001220703125,459.5,1.1081064939498901,0.13580000400543213,0.9939000010490417,121.19999694824219,e8r5gzjl,bump_supervised_2M,4
12,16208,140000.0,500.0,500.0,1.1336126327514648,0.15459999442100525,0.9948999881744385,138.10000610351562,e8r5gzjl,bump_supervised_2M,4
13,17255,150000.0,491.6000061035156,491.5,1.2089486122131348,0.15109999477863312,0.9952999949455261,126.9000015258789,e8r5gzjl,bump_supervised_2M,4
14,18285,160000.0,393.1000061035156,392.70001220703125,1.136184573173523,0.16290000081062317,0.9947999715805054,111.80000305175781,e8r5gzjl,bump_supervised_2M,4
15,19320,170000.0,443.5,443.20001220703125,1.0839530229568481,0.1632000058889389,0.9958000183105469,83.4000015258789,e8r5gzjl,bump_supervised_2M,4
16,20348,180000.0,446.79998779296875,446.5,0.9581995606422424,0.15569999814033508,0.9961000084877014,54.099998474121094,e8r5gzjl,bump_supervised_2M,4
17,21374,190000.0,486.20001220703125,486.1000061035156,0.9281995296478271,0.14319999516010284,0.9970999956130981,105.9000015258789,e8r5gzjl,bump_supervised_2M,4
18,22401,200000.0,308.70001220703125,307.70001220703125,0.8635923266410828,0.1412000060081482,0.9975000023841858,31.899999618530273,e8r5gzjl,bump_supervised_2M,4
19,23420,210000.0,484.1000061035156,484.0,0.8689675331115723,0.13660000264644623,0.9950000047683716,91.0999984741211,e8r5gzjl,bump_supervised_2M,4
20,24448,220000.0,466.20001220703125,466.0,0.8507232666015625,0.11869999766349792,0.9983000159263611,119.0999984741211,e8r5gzjl,bump_supervised_2M,4
21,25469,230000.0,500.0,500.0,0.8724261522293091,0.10170000046491623,0.9994000196456909,139.8000030517578,e8r5gzjl,bump_supervised_2M,4
22,26490,240000.0,483.29998779296875,483.1000061035156,0.8040553331375122,0.10490000247955322,0.9970999956130981,160.89999389648438,e8r5gzjl,bump_supervised_2M,4
23,27510,250000.0,487.29998779296875,487.20001220703125,0.7897545695304871,0.10639999806880951,0.9962000250816345,234.5,e8r5gzjl,bump_supervised_2M,4
24,28530,260000.0,500.0,500.0,0.7913512587547302,0.10329999774694443,0.9957000017166138,198.3000030517578,e8r5gzjl,bump_supervised_2M,4
25,29551,270000.0,500.0,500.0,0.7801711559295654,0.09690000116825104,0.9955999851226807,38.20000076293945,e8r5gzjl,bump_supervised_2M,4
26,30571,280000.0,480.1000061035156,480.0,0.7312650084495544,0.08959999680519104,0.9937000274658203,108.30000305175781,e8r5gzjl,bump_supervised_2M,4
27,31591,290000.0,500.0,500.0,0.7877956032752991,0.10000000149011612,0.9933000206947327,173.60000610351562,e8r5gzjl,bump_supervised_2M,4
28,32611,300000.0,500.0,500.0,0.9172046184539795,0.10790000110864639,0.9955000281333923,94.80000305175781,e8r5gzjl,bump_supervised_2M,4
29,33633,310000.0,500.0,500.0,0.821343719959259,0.10559999942779541,0.994700014591217,262.8999938964844,e8r5gzjl,bump_supervised_2M,4
30,34653,320000.0,364.0,363.1000061035156,0.8911901712417603,0.1023000031709671,0.9911999702453613,495.70001220703125,e8r5gzjl,bump_supervised_2M,4
31,35679,330000.0,428.3999938964844,428.0,0.8079223036766052,0.10209999978542328,0.995199978351593,162.5,e8r5gzjl,bump_supervised_2M,4
32,36700,340000.0,500.0,500.0,0.7125863432884216,0.1023000031709671,0.9947999715805054,500.0,e8r5gzjl,bump_supervised_2M,4
33,37720,350000.0,500.0,500.0,0.771963357925415,0.093299999833107,0.9962000250816345,500.0,e8r5gzjl,bump_supervised_2M,4
34,38740,360000.0,500.0,500.0,0.7595582604408264,0.0917000025510788,0.9965000152587891,360.1000061035156,e8r5gzjl,bump_supervised_2M,4
35,39760,370000.0,500.0,500.0,0.7821030020713806,0.09520000219345093,0.9958000183105469,248.6999969482422,e8r5gzjl,bump_supervised_2M,4
36,40763,380000.0,494.6000061035156,494.5,0.8083113431930542,0.11129999905824661,0.9921000003814697,255.39999389648438,e8r5gzjl,bump_supervised_2M,4
37,41778,390000.0,483.5,483.3999938964844,0.8008687496185303,0.10540000349283218,0.9932000041007996,451.29998779296875,e8r5gzjl,bump_supervised_2M,4
38,42794,400000.0,470.20001220703125,470.1000061035156,0.8046029210090637,0.12049999833106995,0.996399998664856,203.10000610351562,e8r5gzjl,bump_supervised_2M,4
39,43817,410000.0,500.0,500.0,0.8392492532730103,0.12219999730587006,0.9987000226974487,112.4000015258789,e8r5gzjl,bump_supervised_2M,4
40,44838,420000.0,500.0,500.0,0.8242093324661255,0.11749999970197678,0.9970999956130981,155.3000030517578,e8r5gzjl,bump_supervised_2M,4
41,45858,430000.0,500.0,500.0,0.7248501777648926,0.11710000038146973,0.9950000047683716,89.5999984741211,e8r5gzjl,bump_supervised_2M,4
42,46878,440000.0,480.20001220703125,480.1000061035156,0.7904702425003052,0.10980000346899033,0.9951000213623047,66.9000015258789,e8r5gzjl,bump_supervised_2M,4
43,47900,450000.0,500.0,500.0,0.7722100019454956,0.09830000251531601,0.9940999746322632,194.1999969482422,e8r5gzjl,bump_supervised_2M,4
44,48920,460000.0,500.0,500.0,0.789837121963501,0.10270000249147415,0.993399977684021,214.8000030517578,e8r5gzjl,bump_supervised_2M,4
45,49941,470000.0,500.0,500.0,0.7322434782981873,0.10679999738931656,0.995199978351593,206.5,e8r5gzjl,bump_supervised_2M,4
46,50961,480000.0,500.0,500.0,0.8122527599334717,0.10520000010728836,0.9959999918937683,272.8999938964844,e8r5gzjl,bump_supervised_2M,4
47,51981,490000.0,495.79998779296875,495.70001220703125,0.7264761328697205,0.1054999977350235,0.993399977684021,164.60000610351562,e8r5gzjl,bump_supervised_2M,4
48,52995,500000.0,424.3999938964844,423.79998779296875,0.7720005512237549,0.09560000151395798,0.9937000274658203,451.1000061035156,e8r5gzjl,bump_supervised_2M,4
49,54017,510000.0,500.0,500.0,0.8101195693016052,0.10140000283718109,0.9965000152587891,146.6999969482422,e8r5gzjl,bump_supervised_2M,4
50,55037,520000.0,500.0,500.0,0.742326021194458,0.09749999642372131,0.9972000122070312,163.1999969482422,e8r5gzjl,bump_supervised_2M,4
51,56057,530000.0,475.29998779296875,475.20001220703125,0.7638305425643921,0.09700000286102295,0.9954000115394592,189.60000610351562,e8r5gzjl,bump_supervised_2M,4
52,57077,540000.0,500.0,500.0,0.7315425872802734,0.09009999781847,0.9958999752998352,235.6999969482422,e8r5gzjl,bump_supervised_2M,4
53,58097,550000.0,500.0,500.0,0.7804995775222778,0.09709999710321426,0.9955000281333923,451.1000061035156,e8r5gzjl,bump_supervised_2M,4
54,59117,560000.0,500.0,500.0,0.8255593776702881,0.10000000149011612,0.9937000274658203,316.6000061035156,e8r5gzjl,bump_supervised_2M,4
55,60137,570000.0,493.29998779296875,493.20001220703125,0.6951493620872498,0.10509999841451645,0.9922999739646912,402.1000061035156,e8r5gzjl,bump_supervised_2M,4
56,61157,580000.0,500.0,500.0,0.7664409279823303,0.09989999979734421,0.9932000041007996,353.8999938964844,e8r5gzjl,bump_supervised_2M,4
57,62185,590000.0,495.1000061035156,495.0,0.7789354920387268,0.10849999636411667,0.9958999752998352,226.89999389648438,e8r5gzjl,bump_supervised_2M,4
58,63206,600000.0,480.6000061035156,480.5,0.768521249294281,0.10949999839067459,0.9941999912261963,369.6000061035156,e8r5gzjl,bump_supervised_2M,4
59,64226,610000.0,476.20001220703125,476.1000061035156,0.7356657981872559,0.10849999636411667,0.9955999851226807,274.79998779296875,e8r5gzjl,bump_supervised_2M,4
60,65246,620000.0,500.0,500.0,0.7353349328041077,0.09269999712705612,0.9932000041007996,394.8999938964844,e8r5gzjl,bump_supervised_2M,4
61,66266,630000.0,500.0,500.0,0.7020460367202759,0.09650000184774399,0.9934999942779541,328.6000061035156,e8r5gzjl,bump_supervised_2M,4
62,67286,640000.0,500.0,500.0,0.7338289022445679,0.10029999911785126,0.9926999807357788,402.29998779296875,e8r5gzjl,bump_supervised_2M,4
63,68306,650000.0,500.0,500.0,0.7150103449821472,0.09650000184774399,0.9926999807357788,304.8999938964844,e8r5gzjl,bump_supervised_2M,4
64,69326,660000.0,500.0,500.0,0.7115769386291504,0.10090000182390213,0.9927999973297119,353.20001220703125,e8r5gzjl,bump_supervised_2M,4
65,70346,670000.0,500.0,500.0,0.7289991974830627,0.10760000348091125,0.9940000176429749,304.70001220703125,e8r5gzjl,bump_supervised_2M,4
66,71366,680000.0,500.0,500.0,0.720427393913269,0.09709999710321426,0.9916999936103821,451.20001220703125,e8r5gzjl,bump_supervised_2M,4
67,72386,690000.0,500.0,500.0,0.7517685890197754,0.09210000187158585,0.9950000047683716,402.0,e8r5gzjl,bump_supervised_2M,4
68,73406,700000.0,500.0,500.0,0.7117758989334106,0.10119999945163727,0.9932000041007996,402.1000061035156,e8r5gzjl,bump_supervised_2M,4
69,74426,710000.0,500.0,500.0,0.809170126914978,0.10520000010728836,0.9936000108718872,87.0,e8r5gzjl,bump_supervised_2M,4
70,75428,720000.0,500.0,500.0,0.7482225298881531,0.10559999942779541,0.9941999912261963,176.0,e8r5gzjl,bump_supervised_2M,4
71,76428,730000.0,500.0,500.0,0.7088364958763123,0.10019999742507935,0.9930999875068665,299.5,e8r5gzjl,bump_supervised_2M,4
72,77428,740000.0,496.0,495.8999938964844,0.7498009204864502,0.10360000282526016,0.9926999807357788,108.19999694824219,e8r5gzjl,bump_supervised_2M,4
73,78428,750000.0,500.0,500.0,0.739569902420044,0.10270000249147415,0.992900013923645,324.5,e8r5gzjl,bump_supervised_2M,4
74,79447,760000.0,500.0,500.0,0.7785240411758423,0.1006999984383583,0.9916999936103821,46.29999923706055,e8r5gzjl,bump_supervised_2M,4
75,80467,770000.0,500.0,500.0,0.7625595927238464,0.11029999703168869,0.9921000003814697,109.30000305175781,e8r5gzjl,bump_supervised_2M,4
76,81487,780000.0,500.0,500.0,0.7406384348869324,0.09679999947547913,0.9919000267982483,402.29998779296875,e8r5gzjl,bump_supervised_2M,4
77,82507,790000.0,500.0,500.0,0.6715297698974609,0.10170000046491623,0.992900013923645,255.6999969482422,e8r5gzjl,bump_supervised_2M,4
78,83528,800000.0,500.0,500.0,0.8118734359741211,0.11270000040531158,0.9883999824523926,353.20001220703125,e8r5gzjl,bump_supervised_2M,4
79,84550,810000.0,500.0,500.0,0.8798630237579346,0.11869999766349792,0.996399998664856,114.30000305175781,e8r5gzjl,bump_supervised_2M,4
80,85571,820000.0,500.0,500.0,0.7605764269828796,0.11460000276565552,0.9955000281333923,311.5,e8r5gzjl,bump_supervised_2M,4
81,86591,830000.0,500.0,500.0,0.861552357673645,0.10400000214576721,0.9952999949455261,127.4000015258789,e8r5gzjl,bump_supervised_2M,4
82,87611,840000.0,500.0,500.0,0.7952019572257996,0.10859999805688858,0.9955999851226807,191.8000030517578,e8r5gzjl,bump_supervised_2M,4
83,88631,850000.0,500.0,500.0,0.8322420120239258,0.11219999939203262,0.9954000115394592,97.30000305175781,e8r5gzjl,bump_supervised_2M,4
84,89648,860000.0,500.0,500.0,0.8366968035697937,0.11100000143051147,0.9914000034332275,136.60000610351562,e8r5gzjl,bump_supervised_2M,4
85,90668,870000.0,500.0,500.0,0.8218644857406616,0.1264999955892563,0.9934999942779541,100.69999694824219,e8r5gzjl,bump_supervised_2M,4
86,91688,880000.0,500.0,500.0,0.8172657489776611,0.11869999766349792,0.9955999851226807,98.0,e8r5gzjl,bump_supervised_2M,4
87,92708,890000.0,500.0,500.0,0.8112192153930664,0.11249999701976776,0.9951000213623047,228.3000030517578,e8r5gzjl,bump_supervised_2M,4
88,93728,900000.0,500.0,500.0,0.7307606339454651,0.09929999709129333,0.9959999918937683,402.29998779296875,e8r5gzjl,bump_supervised_2M,4
89,94748,910000.0,500.0,500.0,0.7282575368881226,0.09600000083446503,0.996399998664856,402.20001220703125,e8r5gzjl,bump_supervised_2M,4
90,95768,920000.0,500.0,500.0,0.7370907068252563,0.0940999984741211,0.996999979019165,331.70001220703125,e8r5gzjl,bump_supervised_2M,4
91,96788,930000.0,500.0,500.0,0.7479309439659119,0.1054999977350235,0.9959999918937683,255.89999389648438,e8r5gzjl,bump_supervised_2M,4
92,97808,940000.0,500.0,500.0,0.7073454856872559,0.10100000351667404,0.995199978351593,379.1000061035156,e8r5gzjl,bump_supervised_2M,4
93,98823,950000.0,500.0,500.0,0.7897966504096985,0.09730000048875809,0.9951000213623047,451.1000061035156,e8r5gzjl,bump_supervised_2M,4
94,99823,960000.0,500.0,500.0,0.7930662035942078,0.1054999977350235,0.9940000176429749,130.39999389648438,e8r5gzjl,bump_supervised_2M,4
95,100823,970000.0,500.0,500.0,0.8064395785331726,0.1046999990940094,0.9966999888420105,402.3999938964844,e8r5gzjl,bump_supervised_2M,4
96,101823,980000.0,500.0,500.0,0.7488714456558228,0.10040000081062317,0.9955999851226807,255.60000610351562,e8r5gzjl,bump_supervised_2M,4
97,102823,990000.0,500.0,500.0,0.804338812828064,0.10239999741315842,0.9932000041007996,180.3000030517578,e8r5gzjl,bump_supervised_2M,4
98,103824,1000000.0,415.5,415.1000061035156,0.9144197106361389,0.11339999735355377,0.9937999844551086,68.30000305175781,e8r5gzjl,bump_supervised_2M,4
99,104844,1010000.0,500.0,500.0,0.7878080606460571,0.11410000175237656,0.9937999844551086,179.0,e8r5gzjl,bump_supervised_2M,4
100,105864,1020000.0,500.0,500.0,0.7692559957504272,0.10740000009536743,0.9945999979972839,304.29998779296875,e8r5gzjl,bump_supervised_2M,4
101,106884,1030000.0,500.0,500.0,0.7424101233482361,0.10209999978542328,0.9950000047683716,322.1000061035156,e8r5gzjl,bump_supervised_2M,4
102,107904,1040000.0,500.0,500.0,0.731789767742157,0.09780000150203705,0.9937000274658203,304.70001220703125,e8r5gzjl,bump_supervised_2M,4
103,108924,1050000.0,500.0,500.0,0.7435314655303955,0.10249999910593033,0.993399977684021,132.89999389648438,e8r5gzjl,bump_supervised_2M,4
104,109944,1060000.0,500.0,500.0,0.7336407899856567,0.09269999712705612,0.9922999739646912,353.70001220703125,e8r5gzjl,bump_supervised_2M,4
105,110965,1070000.0,500.0,500.0,0.7145914435386658,0.09889999777078629,0.9937000274658203,373.3999938964844,e8r5gzjl,bump_supervised_2M,4
106,111985,1080000.0,500.0,500.0,0.7350171208381653,0.09269999712705612,0.9941999912261963,246.60000610351562,e8r5gzjl,bump_supervised_2M,4
107,113005,1090000.0,500.0,500.0,0.7515918612480164,0.10729999840259552,0.9933000206947327,240.8000030517578,e8r5gzjl,bump_supervised_2M,4
108,114025,1100000.0,500.0,500.0,0.7658423185348511,0.09740000218153,0.9955999851226807,451.1000061035156,e8r5gzjl,bump_supervised_2M,4
109,115045,1110000.0,500.0,500.0,0.7393059730529785,0.10589999705553055,0.9943000078201294,304.5,e8r5gzjl,bump_supervised_2M,4
110,116065,1120000.0,500.0,500.0,0.7404932379722595,0.11079999804496765,0.9943000078201294,255.6999969482422,e8r5gzjl,bump_supervised_2M,4
111,117085,1130000.0,500.0,500.0,0.7140188217163086,0.09759999811649323,0.994700014591217,306.8999938964844,e8r5gzjl,bump_supervised_2M,4
112,118105,1140000.0,500.0,500.0,0.7266893982887268,0.09679999947547913,0.9943000078201294,353.3999938964844,e8r5gzjl,bump_supervised_2M,4
113,119125,1150000.0,500.0,500.0,0.7673587203025818,0.1014999970793724,0.9950000047683716,353.29998779296875,e8r5gzjl,bump_supervised_2M,4
114,120145,1160000.0,500.0,500.0,0.7354642152786255,0.10109999775886536,0.994700014591217,256.0,e8r5gzjl,bump_supervised_2M,4
